# 1.5-round weight-12 class from screen_r1c_cands.csv
26,25,20,11
2,19,6,22
4,8,19,7
17,19,22,29
10,14,11,1
25,1,27,10
27,20,8,3
30,13,12,30
24,21,23,8
4,22,11,9
1,17,29,11
30,26,26,21
30,28,9,13
20,24,17,13
1,4,11,12
5,4,9,29
25,5,22,19
2,12,3,3
24,4,10,11
8,9,17,2
12,1,3,5
18,9,31,17
9,16,5,13
23,4,24,12
3,21,18,12
24,17,22,19
1,20,10,15
3,22,19,20
24,17,16,19
10,29,8,21
10,18,5,2
20,17,4,6
8,7,29,14
9,18,1,9
30,19,5,22
29,27,7,16
27,26,28,25
11,12,29,10
6,5,28,26
13,27,15,13
4,20,5,9
21,20,31,1
24,18,31,29
4,15,1,25
14,20,22,14
9,30,12,14
13,20,15,2
26,20,8,4
18,31,12,28
6,4,25,2
29,24,12,9
22,21,29,25
14,13,12,10
4,16,25,2
21,23,23,1
26,2,27,4
19,5,17,17
25,12,18,9
26,19,30,31
21,12,26,16
27,23,8,30
25,27,11,15
26,23,8,21
20,17,5,2
11,22,4,29
17,6,18,21
21,16,29,11
25,23,4,19
1,16,29,7
9,1,15,13
26,21,23,24
23,13,1,18
26,8,14,30
22,8,3,25
19,16,30,9
13,14,4,26
1,21,3,31
6,15,25,13
22,17,26,27
10,30,5,5
17,27,4,31
18,4,21,27
16,2,17,8
28,10,15,9
24,14,6,20
5,18,23,27
18,6,23,13
13,21,27,31
6,13,23,8
4,8,11,11
22,8,26,22
15,24,16,12
16,21,25,22
24,30,7,14
15,13,18,4
23,13,26,7
16,27,9,12
30,5,9,19
9,28,6,25
24,20,3,24
12,11,30,5
6,6,13,19
1,17,7,14
8,26,2,30
17,24,7,23
17,23,20,21
18,3,8,13
25,15,4,19
21,2,13,3
31,9,8,7
3,26,19,18
20,7,18,14
23,28,8,19
5,18,15,13
23,7,3,21
30,3,5,26
23,5,12,16
18,10,3,17
27,10,7,23
15,1,10,26
26,20,19,4
9,20,2,2
21,27,4,4
28,14,21,19
17,13,4,30
29,23,7,27
31,13,22,30
22,2,1,24
13,13,14,22
5,19,20,5
22,18,18,3
30,8,28,13
24,13,12,24
27,6,8,10
5,28,30,31
10,16,2,19
17,3,28,27
26,17,27,19
29,12,16,31
19,9,24,1
23,4,26,7
16,18,20,8
22,22,30,18
17,8,28,14
31,9,25,22
14,27,15,7
31,6,20,17
7,28,17,13
17,12,7,8
12,22,29,19
25,25,3,11
27,20,6,29
14,13,9,16
4,22,27,27
5,6,18,1
15,25,2,16
7,13,27,24
18,27,30,11
30,8,4,3
22,24,2,28
30,28,16,1
14,10,19,24
11,26,5,20
19,18,28,9
26,25,12,14
13,17,26,1
19,19,4,2
19,17,1,4
29,11,11,30
12,25,18,2
21,12,19,3
28,18,15,11
17,30,26,18
11,12,7,5
29,19,5,19
4,13,11,28
11,28,9,20
12,2,23,3
25,21,8,27
